tpep_pickup_date,hour_pickup,count
2022-05-29,6,814
2022-05-29,7,1218
2022-05-29,8,1787
2022-05-29,9,2771
2022-05-29,10,3936
2022-05-29,11,4754
2022-05-29,12,5412
2022-05-29,13,5679
2022-05-29,14,5775
2022-05-29,15,5735
2022-05-29,16,5841
2022-05-29,17,5907
2022-05-29,18,5902
2022-05-29,19,5250
2022-05-29,20,4711
2022-05-29,21,4541
2022-05-29,22,3986
2022-05-29,23,2758
2022-05-30,0,2680
2022-05-30,1,1775
2022-05-30,2,1130
2022-05-30,3,758
2022-05-30,4,524
2022-05-30,5,557
2022-05-30,6,969
2022-05-30,7,1293
2022-05-30,8,1738
2022-05-30,9,2450
2022-05-30,10,3342
2022-05-30,11,4198
2022-05-30,12,5112
2022-05-30,13,5453
2022-05-30,14,5712
2022-05-30,15,5939
2022-05-30,16,5714
2022-05-30,17,5934
2022-05-30,18,5933
2022-05-30,19,5402
2022-05-30,20,4767
2022-05-30,21,4617
2022-05-30,22,3968
2022-05-30,23,2378
2022-05-31,0,1545
2022-05-31,1,724
2022-05-31,2,367
2022-05-31,3,228
2022-05-31,4,319
2022-05-31,5,791
2022-05-31,6,2098
2022-05-31,7,4172
2022-05-31,9,5688
2022-05-31,10,5648
2022-05-31,11,6152
2022-05-31,12,6338
2022-05-31,13,6666
2022-05-31,14,6995
2022-05-31,15,7152
2022-05-31,16,6834
2022-05-31,17,7230
2022-05-31,18,8386
2022-05-31,19,7454
2022-05-31,20,6107
2022-05-31,21,5866
2022-05-31,22,4888
2022-05-31,23,2740
2022-06-01,0,1829
2022-06-01,1,835
2022-06-01,2,473
2022-06-01,3,276
2022-06-01,4,297
2022-06-01,5,712
2022-06-01,6,2262
2022-06-01,7,4451
2022-06-01,8,5577
2022-06-01,9,5904
2022-06-01,10,6069
2022-06-01,11,6337
2022-06-01,12,6724
2022-06-01,13,6700
2022-06-01,14,7026
2022-06-01,15,7434
2022-06-01,16,7307
2022-06-01,17,8293
2022-06-01,18,8104
2022-06-01,19,8583
2022-06-01,20,7586
2022-06-01,21,6506
2022-06-01,22,5707
2022-06-01,23,3238
2022-06-02,0,2119
2022-06-02,1,1282
2022-06-02,2,771
2022-06-02,3,486
2022-06-02,4,421
2022-06-02,5,876
2022-06-02,6,2226
2022-06-02,7,4427
2022-06-02,8,5663
2022-06-02,9,6108
2022-06-02,10,6227
2022-06-02,11,6550
2022-06-02,12,7129
2022-06-02,13,6941
2022-06-02,14,7432
2022-06-02,15,7256
2022-06-02,16,7715
2022-06-02,17,7432
2022-06-02,18,8421
2022-06-02,19,7497
2022-06-02,20,6825
2022-06-02,21,7032
2022-06-02,22,6253
2022-06-02,23,4235
2022-06-03,0,3740
2022-06-03,1,2145
2022-06-03,2,1192
2022-06-03,3,655
2022-06-03,4,520
2022-06-03,5,819
2022-06-03,6,2017
2022-06-03,7,3832
2022-06-03,8,4842
2022-06-03,9,5294
2022-06-03,10,5644
2022-06-03,11,6226
2022-06-03,12,6341
2022-06-03,13,6310
2022-06-03,14,6939
2022-06-03,15,6959
2022-06-03,16,6691
2022-06-03,17,7696
2022-06-03,18,8744
2022-06-03,19,8528
2022-06-03,20,6696
2022-06-03,21,6513
2022-06-03,22,6838
2022-06-03,23,4884
2022-06-04,0,5227
2022-06-04,1,4045
2022-06-04,3,2208
2022-06-04,4,1125
2022-06-04,5,694
2022-06-04,6,1106
2022-06-04,7,1796
2022-06-04,8,2623
2022-06-04,9,3927
2022-06-04,10,5285
2022-06-04,11,6151
2022-06-04,12,6815
2022-06-04,13,7053
2022-06-04,14,7069
2022-06-04,15,7028
2022-06-04,16,7228
2022-06-04,17,7714
2022-06-04,18,8024
2022-06-04,19,7635
2022-06-04,20,6291
2022-06-04,21,6424
2022-06-04,22,6495
2022-06-04,23,4769
2022-06-05,0,5383
2022-06-05,1,4135
2022-06-05,2,3337
2022-06-05,3,2190
2022-06-05,4,1275
2022-06-05,5,669
2022-06-05,6,886
2022-06-05,7,1429
2022-06-05,8,1990
2022-06-05,9,3415
2022-06-05,10,4625
2022-06-05,11,5583
2022-06-05,12,5790
2022-06-05,13,5877
2022-06-05,14,6078
2022-06-05,15,6034
2022-06-05,16,6044
2022-06-05,17,6394
2022-06-05,18,6999
2022-06-05,19,6221
2022-06-05,20,5190
2022-06-05,21,4923
2022-06-05,22,4012
2022-06-05,23,2154
2022-06-06,0,1907
2022-06-06,1,834
2022-06-06,2,418
2022-06-06,3,278
2022-06-06,4,365
2022-06-06,5,798
2022-06-06,6,2066
2022-06-06,7,3930
2022-06-06,8,5102
2022-06-06,9,5304
2022-06-06,10,5668
2022-06-06,11,6016
2022-06-06,12,6222
2022-06-06,13,6386
2022-06-06,14,6940
2022-06-06,15,7197
2022-06-06,16,7183
2022-06-06,17,8092
2022-06-06,18,8619
2022-06-06,19,7157
2022-06-06,20,5874
2022-06-06,21,6150
2022-06-06,22,5053
2022-06-06,23,2640
2022-06-07,0,1923
2022-06-07,1,828
2022-06-07,2,462
2022-06-07,3,250
2022-06-07,4,301
2022-06-07,5,743
2022-06-07,6,2142
2022-06-07,7,4332
2022-06-07,9,5978
2022-06-07,10,6293
2022-06-07,11,6513
2022-06-07,12,6750
2022-06-07,13,7012
2022-06-07,14,7498
2022-06-07,15,7394
2022-06-07,16,7576
2022-06-07,17,9018
2022-06-07,18,9737
2022-06-07,19,8673
2022-06-07,20,7780
2022-06-07,21,7586
2022-06-07,22,6192
2022-06-07,23,3573
2022-06-08,0,2456
2022-06-08,1,1025
2022-06-08,2,568
2022-06-08,3,331
2022-06-08,4,348
2022-06-08,5,830
2022-06-08,6,2301
2022-06-08,7,4501
2022-06-08,8,5656
2022-06-08,9,5860
2022-06-08,10,6210
2022-06-08,11,6794
2022-06-08,12,6938
2022-06-08,13,7093
2022-06-08,14,7183
2022-06-08,15,7426
2022-06-08,16,7227
2022-06-08,17,8219
2022-06-08,18,9353
2022-06-08,19,8855
2022-06-08,20,7815
2022-06-08,21,7630
2022-06-08,22,6777
2022-06-08,23,4122
2022-06-09,0,3391
2022-06-09,1,1722
2022-06-09,2,816
2022-06-09,3,426
2022-06-09,4,391
2022-06-09,5,936
2022-06-09,6,2248
2022-06-09,7,4354
2022-06-09,8,5480
2022-06-09,9,5830
2022-06-09,10,6297
2022-06-09,11,6801
2022-06-09,12,6948
2022-06-09,13,6942
2022-06-09,14,7579
2022-06-09,15,7569
2022-06-09,16,7261
2022-06-09,17,8197
2022-06-09,18,9096
2022-06-09,19,8767
2022-06-09,20,7697
2022-06-09,21,7605
2022-06-09,22,6997
2022-06-09,23,4509
2022-06-10,0,4109
2022-06-10,1,2550
2022-06-10,2,1559
2022-06-10,3,797
2022-06-10,4,632
2022-06-10,5,915
2022-06-10,6,2073
2022-06-10,7,3784
2022-06-10,8,4957
2022-06-10,9,5436
2022-06-10,10,5881
2022-06-10,11,6223
2022-06-10,12,6433
2022-06-10,13,6254
2022-06-10,14,7054
2022-06-10,15,6826
2022-06-10,16,6711
2022-06-10,17,7869
2022-06-10,18,8804
2022-06-10,19,8589
2022-06-10,20,6990
2022-06-10,21,6934
2022-06-10,22,6862
2022-06-10,23,4885
2022-06-11,0,5476
2022-06-11,1,4279
2022-06-11,2,3335
2022-06-11,3,2335
2022-06-11,4,1137
2022-06-11,5,738
2022-06-11,6,1113
2022-06-11,7,1936
2022-06-11,8,2664
2022-06-11,9,4061
2022-06-11,10,5274
2022-06-11,11,6006
2022-06-11,12,6323
2022-06-11,13,6418
2022-06-11,14,6559
2022-06-11,15,7213
2022-06-11,16,7057
2022-06-11,17,7382
2022-06-11,18,7820
2022-06-11,19,7476
2022-06-11,20,6261
2022-06-11,21,6236
2022-06-11,22,6463
2022-06-11,23,4614
2022-06-12,0,5252
2022-06-12,1,4331
2022-06-12,2,3313
2022-06-12,3,2304
2022-06-12,4,1298
2022-06-12,5,759
2022-06-12,6,1038
2022-06-12,7,1578
2022-06-12,8,2396
2022-06-12,9,3496
2022-06-12,10,4502
2022-06-12,11,5254
2022-06-12,12,5318
2022-06-12,13,5395
2022-06-12,14,5446
2022-06-12,15,5430
2022-06-12,16,5818
2022-06-12,17,6132
2022-06-12,18,6419
2022-06-12,19,5819
2022-06-12,20,4886
2022-06-12,21,4674
2022-06-12,22,3858
2022-06-12,23,2600
2022-06-13,0,2066
2022-06-13,1,1404
2022-06-13,2,809
2022-06-13,3,383
2022-06-13,4,438
2022-06-13,5,844
2022-06-13,6,2174
2022-06-13,7,4020
2022-06-13,8,5123
2022-06-13,9,5607
2022-06-13,10,5749
2022-06-13,11,6151
2022-06-13,12,6399
2022-06-13,13,6608
2022-06-13,14,7005
2022-06-13,15,7227
2022-06-13,16,7170
2022-06-13,17,8084
2022-06-13,18,8877
2022-06-13,19,7619
2022-06-13,20,6461
2022-06-13,21,6457
2022-06-13,22,5353
2022-06-13,23,3111
2022-06-14,0,2249
2022-06-14,1,1026
2022-06-14,2,513
2022-06-14,3,254
2022-06-14,4,306
2022-06-14,5,760
2022-06-14,6,2291
2022-06-14,7,4521
2022-06-14,8,5967
2022-06-14,9,6056
2022-06-14,10,6253
2022-06-14,11,6190
2022-06-14,12,6487
2022-06-14,13,6762
2022-06-14,14,7302
2022-06-14,15,7442
2022-06-14,16,7167
2022-06-14,17,7995
2022-06-14,18,9121
2022-06-14,19,8345
2022-06-14,20,7358
2022-06-14,21,7343
2022-06-14,22,6362
2022-06-14,23,3796
2022-06-15,0,2876
2022-06-15,1,1432
2022-06-15,2,688
2022-06-15,3,385
2022-06-15,4,457
2022-06-15,5,839
2022-06-15,6,2240
2022-06-15,7,4293
2022-06-15,8,5656
2022-06-15,9,6062
2022-06-15,10,6151
2022-06-15,11,6531
2022-06-15,12,6860
2022-06-15,13,7051
2022-06-15,14,7085
2022-06-15,15,7058
2022-06-15,16,7270
2022-06-15,17,8166
2022-06-15,18,9268
2022-06-15,19,9002
2022-06-15,20,7677
2022-06-15,21,7860
2022-06-15,22,7089
2022-06-15,23,4211
2022-06-16,0,3171
2022-06-16,1,1658
2022-06-16,2,867
2022-06-16,3,510
2022-06-16,4,507
2022-06-16,5,835
2022-06-16,6,2556
2022-06-16,7,4786
2022-06-16,8,5500
2022-06-16,9,5456
2022-06-16,10,5700
2022-06-16,11,6224
2022-06-16,12,6938
2022-06-16,13,6990
2022-06-16,14,7350
2022-06-16,15,7131
2022-06-16,16,7020
2022-06-16,17,7856
2022-06-16,18,8812
2022-06-16,19,8440
2022-06-16,20,7475
2022-06-16,21,7350
2022-06-16,22,6935
2022-06-16,23,4448
2022-06-17,0,4389
2022-06-17,1,2843
2022-06-17,2,1693
2022-06-17,3,915
2022-06-17,4,697
2022-06-17,5,962
2022-06-17,7,3796
2022-06-17,9,5464
2022-06-17,10,5762
2022-06-17,11,6292
2022-06-17,12,6616
2022-06-17,13,6067
2022-06-17,14,6582
2022-06-17,15,6245
2022-06-17,16,6147
2022-06-17,17,7303
2022-06-17,18,8490
2022-06-17,19,8463
2022-06-17,20,6850
2022-06-17,21,6571
2022-06-17,22,6681
2022-06-17,23,4639
2022-06-18,0,5115
2022-06-18,1,4266
2022-06-18,2,3200
2022-06-18,3,2167
2022-06-18,4,1248
2022-06-18,5,696
2022-06-18,6,1089
2022-06-18,7,1612
2022-06-18,8,2433
2022-06-18,9,3817
2022-06-18,10,4958
2022-06-18,11,5695
2022-06-18,12,6388
2022-06-18,13,6527
2022-06-18,14,6379
2022-06-18,15,6692
2022-06-18,16,6755
2022-06-18,17,7357
2022-06-18,18,7419
2022-06-18,19,7176
2022-06-18,20,5800
2022-06-18,21,5928
2022-06-18,22,6043
2022-06-18,23,4347
2022-06-19,0,4951
2022-06-19,1,4004
2022-06-19,2,3135
2022-06-19,3,2239
2022-06-19,4,1249
2022-06-19,5,712
2022-06-19,6,910
2022-06-19,7,1311
2022-06-19,8,2006
2022-06-19,9,2992
2022-06-19,10,4274
2022-06-19,11,5215
2022-06-19,12,5679
2022-06-19,13,5570
2022-06-19,14,5966
2022-06-19,15,5766
2022-06-19,16,5791
2022-06-19,17,5747
2022-06-19,18,6208
2022-06-19,19,5940
2022-06-19,20,5012
2022-06-19,21,5027
2022-06-19,22,4285
2022-06-19,23,2709
2022-06-20,0,2383
2022-06-20,1,1302
2022-06-20,2,772
2022-06-20,3,583
2022-06-20,4,578
2022-06-20,5,706
2022-06-20,6,1314
2022-06-20,7,2182
2022-06-20,8,3336
2022-06-20,9,4270
2022-06-20,10,4778
2022-06-20,11,5237
2022-06-20,12,5832
2022-06-20,13,6082
2022-06-20,14,6445
2022-06-20,15,6598
2022-06-20,16,6486
2022-06-20,17,6793
2022-06-20,18,7219
2022-06-20,19,6523
2022-06-20,20,5585
2022-06-20,21,5558
2022-06-20,22,4725
2022-06-20,23,2767
2022-06-21,0,2168
2022-06-21,1,1100
2022-06-21,2,509
2022-06-21,3,310
2022-06-21,4,369
2022-06-21,5,709
2022-06-21,6,2168
2022-06-21,7,4047
2022-06-21,8,5562
2022-06-21,10,5774
2022-06-21,11,6309
2022-06-21,12,6515
2022-06-21,13,6540
2022-06-21,14,7137
2022-06-21,15,6964
2022-06-21,16,7295
2022-06-21,17,8320
2022-06-21,18,9504
2022-06-21,19,8055
2022-06-21,20,7257
2022-06-21,21,6937
2022-06-21,22,5677
2022-06-21,23,3329
2022-06-22,0,2730
2022-06-22,1,1294
2022-06-22,2,764
2022-06-22,3,387
2022-06-22,4,456
2022-06-22,5,819
2022-06-22,6,2225
2022-06-22,7,4124
2022-06-22,8,5664
2022-06-22,9,5918
2022-06-22,10,5929
2022-06-22,11,6553
2022-06-22,12,6738
2022-06-22,13,6861
2022-06-22,14,7141
2022-06-22,15,7310
2022-06-22,16,6535
2022-06-22,17,7909
2022-06-22,18,8505
2022-06-22,19,8248
2022-06-22,20,6939
2022-06-22,21,6828
2022-06-22,22,6081
2022-06-22,23,3754
2022-06-23,0,3153
2022-06-23,1,2018
2022-06-23,2,1272
2022-06-23,3,674
2022-06-23,4,556
2022-06-23,5,894
2022-06-23,6,2275
2022-06-23,7,4292
2022-06-23,8,5705
2022-06-23,9,5925
2022-06-23,10,6039
2022-06-23,11,6419
2022-06-23,12,7058
2022-06-23,13,6822
2022-06-23,14,7293
2022-06-23,15,7282
2022-06-23,16,6967
2022-06-23,17,7922
2022-06-23,18,9214
2022-06-23,19,8727
2022-06-23,20,7741
2022-06-23,21,7209
2022-06-23,22,6549
2022-06-23,23,4308
2022-06-24,0,4313
2022-06-24,1,2759
2022-06-24,2,1788
2022-06-24,3,1070
2022-06-24,4,835
2022-06-24,5,979
2022-06-24,6,2057
2022-06-24,7,3447
2022-06-24,8,4606
2022-06-24,9,5076
2022-06-24,10,5356
2022-06-24,11,5913
2022-06-24,12,6205
2022-06-24,13,6088
2022-06-24,14,6589
2022-06-24,15,6618
2022-06-24,16,6565
2022-06-24,17,7718
2022-06-24,18,8694
2022-06-24,19,8590
2022-06-24,20,6804
2022-06-24,21,6387
2022-06-24,22,6700
2022-06-24,23,4749
2022-06-25,0,5248
2022-06-25,1,4145
2022-06-25,2,3311
2022-06-25,3,2387
2022-06-25,4,1375
2022-06-25,5,753
2022-06-25,6,1038
2022-06-25,7,1717
2022-06-25,8,2511
2022-06-25,9,3746
2022-06-25,10,4874
2022-06-25,11,5907
2022-06-25,12,6603
2022-06-25,13,6961
2022-06-25,14,6976
2022-06-25,15,6931
2022-06-25,16,7094
2022-06-25,17,7184
2022-06-25,18,7372
2022-06-25,19,7620
2022-06-25,20,6248
2022-06-25,21,6535
2022-06-25,22,6221
2022-06-25,23,4495
2022-06-26,0,5116
2022-06-26,1,4302
2022-06-26,2,3270
2022-06-26,3,2352
2022-06-26,4,1390
2022-06-26,5,772
2022-06-26,6,993
2022-06-26,7,1580
2022-06-26,8,2118
2022-06-26,9,3239
2022-06-26,10,4310
2022-06-26,11,4995
2022-06-26,12,5272
2022-06-26,13,5229
2022-06-26,14,5304
2022-06-26,15,4994
2022-06-26,16,5110
2022-06-26,17,5143
2022-06-26,18,5383
2022-06-26,19,5039
2022-06-26,20,4445
2022-06-26,21,4355
2022-06-26,22,4013
2022-06-26,23,2576
2022-06-27,0,2306
2022-06-27,1,1412
2022-06-27,2,815
2022-06-27,3,489
2022-06-27,4,546
2022-06-27,5,896
2022-06-27,6,2233
2022-06-27,7,3739
2022-06-27,8,5086
2022-06-27,9,5273
2022-06-27,10,5177
2022-06-27,11,5378
2022-06-27,12,5929
2022-06-27,13,5801
2022-06-27,14,6552
2022-06-27,15,6223
2022-06-27,16,5868
2022-06-27,17,6615
2022-06-27,18,7638
2022-06-27,19,6176
2022-06-27,20,5201
2022-06-27,21,5273
2022-06-27,22,4712
2022-06-27,23,2468
2022-06-28,0,1803
2022-06-28,1,788
2022-06-28,2,479
2022-06-28,3,270
2022-06-28,4,372
2022-06-28,5,847
2022-06-28,6,2226
2022-06-28,7,3922
2022-06-28,8,5111
2022-06-28,9,5359
2022-06-28,10,5406
2022-06-28,11,5684
2022-06-28,12,6258
2022-06-28,13,6375
2022-06-28,14,6748
2022-06-28,15,6713
2022-06-28,16,6732
2022-06-28,17,7667
2022-06-28,18,8767
2022-06-28,19,7654
2022-06-28,20,6474
2022-06-28,21,6471
2022-06-28,22,5828
2022-06-28,23,3555
2022-06-29,0,2797
2022-06-29,1,1156
2022-06-29,2,634
2022-06-29,3,363
2022-06-29,4,389
2022-06-29,5,771
2022-06-29,6,2118
2022-06-29,7,3843
2022-06-29,8,5296
2022-06-29,9,5439
2022-06-29,10,5718
2022-06-29,11,6086
2022-06-29,12,6501
2022-06-29,13,6712
2022-06-29,14,6759
2022-06-29,15,6624
2022-06-29,16,6533
2022-06-29,17,7260
2022-06-29,18,8251
2022-06-29,19,7761
2022-06-29,20,6777
2022-06-29,21,6682
2022-06-29,22,6063
2022-06-29,23,3782
2022-06-30,0,2752
2022-06-30,1,1424
2022-06-30,2,769
2022-06-30,3,508
2022-06-30,4,482
2022-06-30,5,846
2022-06-30,6,2187
2022-06-30,7,3466
2022-06-30,8,5064
2022-06-30,9,5387
2022-06-30,10,5473
2022-06-30,11,5906
2022-06-30,12,6345
2022-06-30,13,6232
2022-06-30,14,6622
2022-06-30,15,6437
2022-06-30,16,6325
2022-06-30,17,7083
2022-06-30,18,7943
2022-06-30,19,7354
2022-06-30,20,6125
2022-06-30,21,6352
2022-06-30,22,5947
2022-06-30,23,3687
2022-07-01,0,3443
2022-07-01,1,2196
2022-07-01,2,1340
2022-07-01,3,797
2022-07-01,4,708
2022-07-01,5,934
2022-07-01,6,1710
2022-07-01,7,2629
2022-07-01,8,3665
2022-07-01,9,4434
2022-07-01,10,4916
2022-07-01,11,5289
2022-07-01,12,5573
2022-07-01,13,5549
2022-07-01,14,6090
2022-07-01,15,6239
2022-07-01,16,6068
2022-07-01,17,6342
2022-07-01,18,6606
2022-07-01,19,6108
2022-07-01,20,5137
2022-07-01,21,5051
2022-07-01,22,5197
2022-07-01,23,3659
2022-07-02,0,3841
2022-07-02,1,3038
2022-07-02,2,2379
2022-07-02,3,1630
2022-07-02,4,970
2022-07-02,5,597
2022-07-02,6,876
2022-07-02,7,1142
2022-07-02,8,1783
2022-07-02,9,2733
2022-07-02,10,3591
2022-07-02,11,4454
2022-07-02,12,4943
2022-07-02,13,5195
2022-07-02,14,5224
2022-07-02,15,5212
2022-07-02,16,5298
2022-07-02,17,5357
2022-07-02,18,5506
2022-07-02,19,5543
2022-07-02,20,4354
2022-07-02,21,4448
2022-07-02,22,4450
2022-07-02,23,3101
2022-07-03,0,3192
2022-07-03,1,2538
2022-07-03,2,1966
2022-07-03,3,1427
2022-07-03,4,877
2022-07-03,5,505
2022-07-03,6,762
2022-07-03,7,1047
2022-07-03,8,1461
2022-07-03,9,2308
2022-07-03,10,3180
2022-07-03,11,3789
2022-07-03,12,4404
2022-07-03,13,4548
2022-07-03,14,4893
2022-07-03,15,4677
2022-07-03,16,4855
2022-07-03,17,4944
2022-07-03,18,4893
2022-07-03,19,4287
2022-07-03,20,3869
2022-07-03,21,3720
2022-07-03,22,3473
2022-07-03,23,2319
2022-07-04,0,2263
2022-07-04,1,1437
2022-07-04,2,1040
2022-07-04,3,677
2022-07-04,4,480
2022-07-04,5,394
2022-07-04,6,687
2022-07-04,7,929
2022-07-04,8,1195
2022-07-04,9,1709
2022-07-04,10,2422
2022-07-04,11,3119
2022-07-04,12,3721
2022-07-04,13,4156
2022-07-04,14,4230
2022-07-04,15,4454
2022-07-04,16,4582
2022-07-04,17,4704
2022-07-04,18,4614
2022-07-04,19,4340
2022-07-04,20,3683
2022-07-04,21,3343
2022-07-04,22,3363
2022-07-04,23,2192
2022-07-05,0,2014
2022-07-05,1,1016
2022-07-05,2,449
2022-07-05,3,254
2022-07-05,4,304
2022-07-05,5,775
2022-07-05,6,1876
2022-07-05,7,3146
2022-07-05,8,4398
2022-07-05,9,4639
2022-07-05,10,4848
2022-07-05,11,4958
2022-07-05,12,5352
2022-07-05,13,5736
2022-07-05,14,6167
2022-07-05,15,6283
2022-07-05,16,6333
2022-07-05,17,7771
2022-07-05,18,6685
2022-07-05,19,5125
2022-07-05,20,5352
2022-07-05,21,4374
2022-07-05,22,3654
2022-07-05,23,1972
2022-07-06,0,1515
2022-07-06,1,653
2022-07-06,2,315
2022-07-06,3,211
2022-07-06,4,245
2022-07-06,5,634
2022-07-06,6,1943
2022-07-06,7,3413
2022-07-06,8,4788
2022-07-06,9,5153
2022-07-06,11,5543
2022-07-06,12,6003
2022-07-06,13,6178
2022-07-06,14,6302
2022-07-06,15,6252
2022-07-06,16,6500
2022-07-06,17,7225
2022-07-06,18,7594
2022-07-06,19,6840
2022-07-06,20,5519
2022-07-06,21,5764
2022-07-06,22,5092
2022-07-06,23,3002
2022-07-07,0,2274
2022-07-07,1,1116
2022-07-07,2,632
2022-07-07,3,345
2022-07-07,4,326
2022-07-07,5,714
2022-07-07,6,1903
2022-07-07,7,3293
2022-07-07,8,4786
2022-07-07,9,5075
2022-07-07,10,5383
2022-07-07,11,5472
2022-07-07,12,6148
2022-07-07,13,6249
2022-07-07,14,6380
2022-07-07,15,6570
2022-07-07,16,6384
2022-07-07,17,7241
2022-07-07,18,7953
2022-07-07,19,7018
2022-07-07,20,5874
2022-07-07,21,5877
2022-07-07,22,5383
2022-07-07,23,3530
2022-07-08,0,2999
2022-07-08,1,1697
2022-07-08,2,1016
2022-07-08,3,640
2022-07-08,4,481
2022-07-08,5,676
2022-07-08,6,1681
2022-07-08,7,2763
2022-07-08,8,3766
2022-07-08,9,4404
2022-07-08,10,4922
2022-07-08,11,5234
2022-07-08,12,5468
2022-07-08,13,5734
2022-07-08,14,6213
2022-07-08,15,7211
2022-07-08,16,5942
2022-07-08,17,7263
2022-07-08,18,6837
2022-07-08,19,6611
2022-07-08,20,5205
2022-07-08,21,5397
2022-07-08,22,5531
2022-07-08,23,4253
2022-07-09,0,4502
2022-07-09,1,3527
2022-07-09,2,2675
2022-07-09,3,1798
2022-07-09,4,1019
2022-07-09,5,541
2022-07-09,6,884
2022-07-09,7,1271
2022-07-09,8,1923
2022-07-09,9,2823
2022-07-09,10,3718
2022-07-09,11,4546
2022-07-09,12,5182
2022-07-09,13,5416
2022-07-09,14,5451
2022-07-09,15,5542
2022-07-09,16,5665
2022-07-09,17,6334
2022-07-09,18,6793
2022-07-09,19,6607
2022-07-09,20,5218
2022-07-09,21,5089
2022-07-09,22,5183
2022-07-09,23,3677
2022-07-10,0,3918
2022-07-10,1,3176
2022-07-10,2,2479
2022-07-10,3,1800
2022-07-10,4,1011
2022-07-10,5,592
2022-07-10,6,897
2022-07-10,7,1213
2022-07-10,8,1750
2022-07-10,9,2656
2022-07-10,10,3582
2022-07-10,11,4370
2022-07-10,12,5079
2022-07-10,13,5216
2022-07-10,14,5443
2022-07-10,15,5368
2022-07-10,16,5483
2022-07-10,17,5498
2022-07-10,18,5483
2022-07-10,19,5181
2022-07-10,20,4298
2022-07-10,21,4182
2022-07-10,22,3463
2022-07-10,23,2034
2022-07-11,0,1560
2022-07-11,1,737
2022-07-11,2,405
2022-07-11,3,279
2022-07-11,4,314
2022-07-11,5,742
2022-07-11,6,2066
2022-07-11,7,3438
2022-07-11,8,4853
2022-07-11,9,4989
2022-07-11,10,4894
2022-07-11,11,5277
2022-07-11,12,5631
2022-07-11,13,5705
2022-07-11,14,5892
2022-07-11,15,6131
2022-07-11,16,6140
2022-07-11,17,6715
2022-07-11,18,7190
2022-07-11,19,6212
2022-07-11,20,5152
2022-07-11,21,5174
2022-07-11,22,4410
2022-07-11,23,2206
2022-07-12,0,1628
2022-07-12,1,710
2022-07-12,2,393
2022-07-12,3,231
2022-07-12,4,239
2022-07-12,5,710
2022-07-12,6,2048
2022-07-12,7,3762
2022-07-12,8,5154
2022-07-12,9,5456
2022-07-12,10,5813
2022-07-12,11,5947
2022-07-12,12,6476
2022-07-12,13,6457
2022-07-12,14,6765
2022-07-12,15,6885
2022-07-12,16,6927
2022-07-12,17,7961
2022-07-12,18,8937
2022-07-12,19,7716
2022-07-12,20,6234
2022-07-12,21,6357
2022-07-12,22,5448
2022-07-12,23,3133
2022-07-13,0,2208
2022-07-13,1,1081
2022-07-13,2,510
2022-07-13,3,347
2022-07-13,4,325
2022-07-13,5,749
2022-07-13,6,2070
2022-07-13,7,3902
2022-07-13,8,5306
2022-07-13,9,5525
2022-07-13,10,5786
2022-07-13,11,6038
2022-07-13,12,6608
2022-07-13,13,6724
2022-07-13,14,6746
2022-07-13,15,6732
2022-07-13,16,6895
2022-07-13,17,8068
2022-07-13,18,8930
2022-07-13,19,8026
2022-07-13,20,6770
2022-07-13,21,6716
2022-07-13,22,5829
2022-07-13,23,3830
2022-07-14,0,2806
2022-07-14,1,1454
2022-07-14,2,731
2022-07-14,3,412
2022-07-14,4,374
2022-07-14,5,727
2022-07-14,6,2130
2022-07-14,7,3750
2022-07-14,8,5290
2022-07-14,9,5417
2022-07-14,10,5671
2022-07-14,11,5967
2022-07-14,12,6286
2022-07-14,13,6634
2022-07-14,14,6863
2022-07-14,15,6676
2022-07-14,16,6713
2022-07-14,17,7520
2022-07-14,18,8556
2022-07-14,19,7744
2022-07-14,20,6620
2022-07-14,21,6625
2022-07-14,22,6172
2022-07-14,23,4128
2022-07-15,0,3733
2022-07-15,1,2219
2022-07-15,2,1326
2022-07-15,3,828
2022-07-15,4,572
2022-07-15,5,852
2022-07-15,6,1961
2022-07-15,7,3032
2022-07-15,8,4148
2022-07-15,9,4811
2022-07-15,10,5163
2022-07-15,11,5374
2022-07-15,12,5691
2022-07-15,13,5690
2022-07-15,14,6182
2022-07-15,15,6254
2022-07-15,16,6179
2022-07-15,17,7141
2022-07-15,18,7743
2022-07-15,19,7489
2022-07-15,20,5830
2022-07-15,21,5645
2022-07-15,22,5921
2022-07-15,23,4477
2022-07-16,0,5054
2022-07-16,1,3873
2022-07-16,2,3004
2022-07-16,3,2130
2022-07-16,4,1096
2022-07-16,5,640
2022-07-16,6,1013
2022-07-16,7,1568
2022-07-16,8,2262
2022-07-16,9,3250
2022-07-16,10,4310
2022-07-16,11,5067
2022-07-16,12,6054
2022-07-16,13,6200
2022-07-16,14,6407
2022-07-16,15,6140
2022-07-16,16,5649
2022-07-16,17,6841
2022-07-16,18,7143
2022-07-16,19,6927
2022-07-16,20,5402
2022-07-16,21,5340
2022-07-16,22,5665
2022-07-16,23,4041
2022-07-17,0,4853
2022-07-17,1,3776
2022-07-17,2,3068
2022-07-17,3,2163
2022-07-17,4,1122
2022-07-17,5,613
2022-07-17,6,874
2022-07-17,7,1223
2022-07-17,8,1782
2022-07-17,9,2859
2022-07-17,10,3880
2022-07-17,11,4645
2022-07-17,12,5189
2022-07-17,13,5186
2022-07-17,14,5595
